SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
EIFFL,BE,245,247.05,226.2,246.85,247,235.35,9513,2305004.70,29-Jul-2025,109,INE546V01010
EUROBOND,SM,195,195,195,195,195,195,2000,390000.00,29-Jul-2025,2,INE505V01016
EUROTEXIND,EQ,13.52,13.88,13,13.18,13.18,13.52,2009,26358.45,29-Jul-2025,18,INE022C01012
EVEREADY,EQ,416.75,424.55,410.55,417.85,415.8,417.15,217105,90685300.45,29-Jul-2025,9147,INE128A01029
EVERESTIND,BE,543.2,555.3,530.05,550.25,555.3,528.9,5169,2793645.55,29-Jul-2025,117,INE295A01018
EKC,EQ,129,132.1,126.45,131.72,131.75,128.13,202113,26127778.97,29-Jul-2025,4187,INE184H01027
EXCELINDUS,EQ,1363,1414,1355.7,1408,1411.1,1359.4,27936,39055985.80,29-Jul-2025,3096,INE369A01029
EXCEL,BE,1.22,1.22,1.22,1.22,1.22,1.17,2180671,2660418.62,29-Jul-2025,750,INE688J01023
EXCELLENT,SM,48,55,48,54.45,54.45,48.15,4800,251920.00,29-Jul-2025,3,INE0Y4801011
EXICOM,EQ,170.1,171.84,163.1,164.65,165.53,170.46,388619,64802651.78,29-Jul-2025,10650,INE777F01014
EXIDEIND,EQ,381.8,392.8,381.4,391.7,392.25,382.1,2163417,843382971.70,29-Jul-2025,29106,INE302A01020
EXPLEOSOL,EQ,1224,1230,1197,1224.8,1219,1213.7,9507,11551632.30,29-Jul-2025,1036,INE201K01015
EXXARO,BE,8.29,8.45,8.2,8.25,8.33,8.2,967147,7979814.01,29-Jul-2025,369,INE0GFE01026
FACT,EQ,929,950.7,920.2,943.25,944,931.75,286351,269652836.90,29-Jul-2025,19510,INE188A01015
FAIRCHEMOR,EQ,895,895,870,884.7,885,893.7,10509,9235988.40,29-Jul-2025,1259,INE0DNW01011
FALCONTECH,ST,16.5,17.55,16.5,17.55,17.55,17.2,14400,243600.00,29-Jul-2025,12,INE0PQK01013
FAZE3Q,EQ,671.95,694,659.9,688.25,686.15,671.9,42745,28822363.75,29-Jul-2025,4121,INE963C01033
FCSSOFT,EQ,2.56,2.61,2.55,2.59,2.58,2.55,1566892,4027223.87,29-Jul-2025,1779,INE512B01022
FDC,EQ,490.4,490.7,480.9,486.3,486.05,487.15,42293,20502434.20,29-Jul-2025,3423,INE258B01022
FEDFINA,EQ,129.2,133.39,126.73,132.22,131.91,123.36,4857664,634243239.13,29-Jul-2025,55712,INE007N01010
FEDERALBNK,EQ,205.67,207.1,203.63,205.21,205.08,206,10354388,2123081698.99,29-Jul-2025,72808,INE171A01029
FMGOETZE,EQ,583.05,583.05,563.5,581.15,581.9,578.45,74685,42873945.45,29-Jul-2025,7264,INE529A01010
FELIX,SM,202,202.2,185,192.3,191,202.2,81000,15650025.00,29-Jul-2025,130,INE901X01013
FIBERWEB,EQ,47.75,49.05,47.41,48.82,48.22,47.76,25373,1231199.38,29-Jul-2025,539,INE296C01020
FIDEL,ST,177.95,177.95,177.95,177.95,177.95,181.55,4000,711800.00,29-Jul-2025,4,INE0LQQ01019
FIEMIND,EQ,1935.1,1962.6,1911,1944.4,1945,1952.8,31170,60163059.40,29-Jul-2025,5426,INE737H01014
FILATFASH,EQ,0.63,0.66,0.62,0.64,0.65,0.63,26716347,17167591.00,29-Jul-2025,3495,INE185E01021
FILATEX,EQ,58.18,59.93,57.5,57.96,57.99,58.15,2104431,123394242.44,29-Jul-2025,13207,INE816B01035
FINEORG,EQ,5050,5257,5050,5230,5230,5088.3,20156,104862015.10,29-Jul-2025,6151,INE686Y01026
FCL,EQ,262.45,268.4,260.55,265.25,267.3,262.65,163784,43380487.70,29-Jul-2025,8196,INE045J01026
FINOPB,EQ,266.85,269.05,261.1,263.6,265.4,266.15,154463,40775681.60,29-Jul-2025,5199,INE02NC01014
FINCABLES,EQ,888.05,913.95,881.2,908.25,908,888.55,125776,112877949.90,29-Jul-2025,11979,INE235A01022
FINPIPE,EQ,206.92,209.79,204.62,209.33,209,207.57,420738,87383190.82,29-Jul-2025,11483,INE183A01024
FSL,EQ,331,336,327.45,330,332,331.15,868651,287161791.15,29-Jul-2025,30845,INE684F01012
FISCHER,EQ,964,964,933.15,937.95,939.95,951.45,15636,14783698.00,29-Jul-2025,2521,INE771F01025
FIVESTAR,EQ,650,660.15,592.2,649.35,650,670.15,3588486,2281910563.50,29-Jul-2025,121232,INE128S01021
FLAIR,EQ,315,349.5,313.1,341.9,341,317.8,1545466,525994803.60,29-Jul-2025,23583,INE00Y201027
FLEXITUFF,BE,34.5,34.5,33.05,34.45,34.45,34.79,5928,199999.77,29-Jul-2025,31,INE060J01017
FOCUS,BE,101.73,101.73,101.73,101.73,101.73,96.89,16851,1714252.23,29-Jul-2025,106,INE593W01028
FONEBOX,SM,91,91,91,91,91,87.5,1000,91000.00,29-Jul-2025,1,INE0Q4701019
FOODSIN,BE,106.98,109.5,105,106.79,108.88,106.32,41958,4480982.16,29-Jul-2025,208,INE976E01023
FORCAS,ST,109,109,104.05,106,106,109.25,32000,3430400.00,29-Jul-2025,16,INE0U2501017
FORCEMOT,EQ,18208,18497,17653,17872,17892,18228,128891,2334093433.00,29-Jul-2025,34067,INE451A01017
FORGEAUTO,ST,135,135,135,135,135,135,1200,162000.00,29-Jul-2025,1,INE0YKW01013
FORTIS,EQ,846.65,854.5,840.2,850.6,848.65,846.25,1899113,1612405075.75,29-Jul-2025,44016,INE061F01013
FOSECOIND,EQ,4701,4968,4699.9,4828.6,4830.1,4729,4290,20828500.30,29-Jul-2025,1556,INE519A01011
FRESHARA,SM,189,204.4,187.3,204.25,204.4,185.85,193200,38608440.00,29-Jul-2025,151,INE0SFW01015
FROG,SM,233.95,233.95,212,221.2,221,230.5,79200,17461600.00,29-Jul-2025,134,INE385O01018
NYKAA,EQ,208,211.8,206.94,210.43,210,208.75,2955868,619886470.43,29-Jul-2025,26915,INE388Y01029
FUSION,EQ,166.7,169.6,162.21,166,166.71,166.72,451599,74287735.09,29-Jul-2025,9299,INE139R01012
FUSIONPP,E1,101,101,96,98.82,99.1,102.42,8866,885958.37,29-Jul-2025,29,IN9139R01028
FEL,BZ,0.59,0.59,0.57,0.58,0.58,0.58,29921,17493.23,29-Jul-2025,52,INE623B01027
FELDVR,BZ,3.41,3.58,3.41,3.51,3.51,3.41,373,1317.71,29-Jul-2025,8,IN9623B01058
FMNL,BE,13.3,13.3,12.51,12.64,12.6,13.06,22734,290359.21,29-Jul-2025,130,INE360L01017
GMBREW,EQ,705,718.1,688.5,700.5,704.9,711.65,46148,32192186.40,29-Jul-2025,3958,INE075D01018
GRINFRA,EQ,1226.1,1279,1210.6,1247.5,1238,1227.5,16062,19766693.40,29-Jul-2025,2585,INE201P01022
GTECJAINX,BE,26.46,26.46,26.46,26.46,26.46,27,103,2725.38,29-Jul-2025,2,INE586X01012
GABRIEL,EQ,983.9,1031.95,955.1,1026.1,1028,984.3,448599,450846254.75,29-Jul-2025,19949,INE524A01029
GATECH,BE,0.57,0.58,0.55,0.55,0.55,0.58,26326213,14503303.20,29-Jul-2025,5752,INE224E01028
GATECHDVR,BE,0.52,0.56,0.52,0.55,0.55,0.54,1209918,668658.76,29-Jul-2025,353,INE224E01036
GAIL,EQ,179.3,185.34,178.2,182.98,183.2,180.63,13852750,2523977644.97,29-Jul-2025,72327,INE129A01019
GAJANAND,SM,12.4,13.9,12.4,13.2,13.2,12.9,66000,872400.00,29-Jul-2025,22,INE0QTE01018
GALAPREC,EQ,825.2,837.1,818.05,830.05,835,835.4,16165,13374471.75,29-Jul-2025,1954,INE0RE001014
GALAXYSURF,EQ,2553,2662,2539.1,2633.4,2638.5,2574.9,15416,40171057.20,29-Jul-2025,4607,INE600K01018
GALLANTT,EQ,669.5,686,651.3,681,684,669.5,292178,195164385.75,29-Jul-2025,13054,INE297H01019
GANDHAR,EQ,165.08,166.9,162.9,165.8,165.55,165.08,151426,24971921.65,29-Jul-2025,4299,INE717W01049
GANDHITUBE,EQ,769.9,787.05,754.95,767.75,774,761.05,11348,8788003.00,29-Jul-2025,798,INE524B01027
GANESHBE,EQ,95.49,96.7,94.5,95.97,95.65,95.2,51161,4882244.75,29-Jul-2025,714,INE388A01029
GGBL,SM,484,524.2,471.3,517.8,517,484.4,57900,28989165.00,29-Jul-2025,169,INE0R8C01018
GANESHHOUC,EQ,885.85,907.8,875.55,900.6,902,886.75,42669,38222776.90,29-Jul-2025,4725,INE460C01014
GANESHIN,ST,204.95,209,199.5,205.4,206.5,204.55,189600,38772200.00,29-Jul-2025,123,INE0TVT01024
GANECOS,EQ,1489.1,1492.9,1466.3,1485.2,1487,1481.7,28076,41531997.30,29-Jul-2025,3868,INE845D01014
GANGABATH,ST,27.8,27.8,27.25,27.75,27.75,27.25,27000,745500.00,29-Jul-2025,9,INE0ZI101018
GANGAFORGE,EQ,3.74,3.74,3.64,3.65,3.69,3.66,118788,434992.95,29-Jul-2025,363,INE691Z01023
GANGESSECU,EQ,158.66,161,156.5,158.23,159.85,157.56,482,76730.70,29-Jul-2025,61,INE335W01016
GRSE,EQ,2455,2508,2423.1,2492.8,2505,2495,754649,1864398878.40,29-Jul-2025,52450,INE382Z01011
GARUDA,EQ,181.75,188,177,187.15,187.5,182.98,3114746,575234187.97,29-Jul-2025,23942,INE0JVO01026
GRWRHITECH,EQ,3549.8,3607,3538.8,3585.9,3571.5,3530,23973,85787619.60,29-Jul-2025,2743,INE291A01017
GARFIBRES,EQ,888,896.7,880,885.35,890,888.6,31294,27751381.25,29-Jul-2025,8242,INE276A01018
GATEWAY,EQ,63.89,69.2,62.9,68.28,68.9,63.89,7946108,532967331.26,29-Jul-2025,42919,INE079J01017
GAYAHWS,BE,1.98,1.98,1.98,1.98,1.98,1.95,92217,182589.66,29-Jul-2025,182,INE287Z01012
GAYAPROJ,BZ,8.7,9.08,8.7,9,9,8.68,517885,4654611.84,29-Jul-2025,237,INE336H01023
GRCL,SM,410.95,410.95,410.95,410.95,410.95,429,250,102737.50,29-Jul-2025,1,INE0LVM01018
GEPIL,EQ,281,289.15,280.05,287.45,289,283.15,114108,32474621.35,29-Jul-2025,4449,INE878A01011
GVT&D,EQ,2406,2500.9,2372.2,2473.4,2480,2398.6,770692,1890503643.70,29-Jul-2025,42400,INE200A01026
GEECEE,EQ,365.95,379.5,363.55,373.85,371,368.25,5229,1939740.45,29-Jul-2025,489,INE916G01016
GEEKAYWIRE,EQ,68.5,69.48,64.55,65.83,66.55,68.43,120316,8052980.09,29-Jul-2025,1435,INE669X01024
GICRE,EQ,373,374.5,367.9,371.45,371,370.45,297443,110366383.25,29-Jul-2025,10689,INE481Y01014
GENCON,BE,40.01,41.99,40.01,41.47,41.81,41.15,32987,1370816.70,29-Jul-2025,155,INE854S01022
GENESYS,EQ,585.6,605,576,591.9,600,585.75,127791,75068312.70,29-Jul-2025,11084,INE727B01026
GENUSPAPER,EQ,18.07,18.89,18.07,18.43,18.7,18.3,121553,2228799.82,29-Jul-2025,689,INE949P01018
GENUSPOWER,EQ,349.45,358,346.45,355.1,355.8,350.45,375416,132490715.65,29-Jul-2025,10024,INE955D01029
GEOJITFSL,EQ,71.5,74.92,70.41,74.02,74.39,72.4,1015300,74429260.93,29-Jul-2025,9103,INE007B01023
GFLLIMITED,EQ,62.4,62.49,61,62.21,62.49,61.65,18241,1125144.74,29-Jul-2025,430,INE538A01037
GHCL,EQ,584,613.6,583.7,611.7,612.85,587.35,187613,113331975.75,29-Jul-2025,11501,INE539A01019
GHCLTEXTIL,EQ,90.5,93.65,89.1,91.61,91.05,89.6,140189,12843631.27,29-Jul-2025,1927,INE0PA801013
GICHSGFIN,EQ,186.9,187.74,184.06,187.17,187.65,185.01,62508,11597450.60,29-Jul-2025,1013,INE289B01019
GILLANDERS,EQ,133.96,139.9,132.01,137.65,139.9,130.75,65318,8883365.57,29-Jul-2025,1106,INE047B01011
GILLETTE,EQ,10599,10684,10301,10486,10490,10554,24320,253693367.00,29-Jul-2025,8039,INE322A01010
GINNIFILA,BE,47.9,48.46,45,48.43,48.45,46.16,120298,5766138.64,29-Jul-2025,431,INE424C01010
GIRIRAJ,ST,319.9,326.2,319.9,325.95,325.95,319.9,2000,647562.50,29-Jul-2025,7,INE614Z01017
GKWLIMITED,EQ,1772.9,1817.8,1751,1804,1766,1772.9,170,301527.90,29-Jul-2025,60,INE528A01020
GLAND,EQ,2062.6,2131,2056,2102.1,2100,2052.4,375226,785420366.00,29-Jul-2025,32877,INE068V01023
GLAXO,EQ,3083.5,3178.8,3083.5,3150.2,3136,3083.5,98969,310783230.90,29-Jul-2025,20890,INE159A01016
GLENMARK,EQ,2140,2165.8,2120,2158,2165.8,2144.4,1066676,2284964781.00,29-Jul-2025,46011,INE935A01035
GLOBAL,BE,68.31,68.7,66,67.6,68.35,68.31,52209,3515159.21,29-Jul-2025,219,INE291W01037
MEDANTA,EQ,1355.6,1387.9,1325.1,1331.4,1331.4,1355.4,319627,432707334.00,29-Jul-2025,28340,INE474Q01031
GLOBALPET,SM,136,138,136,138,138,136.9,3000,411000.00,29-Jul-2025,2,INE0PS501019
GSLSU,EQ,115.6,117.35,113.74,116.6,116.25,116.1,55785,6471168.26,29-Jul-2025,1154,INE0JSX01015
GLOBALVECT,EQ,217,237.59,214,219.49,220,213.41,153816,34441034.72,29-Jul-2025,5865,INE792H01019
GLOBALE,BE,12.55,12.99,12.55,12.97,12.98,12.79,2402,30423.79,29-Jul-2025,37,INE0URU01010
GLOBECIVIL,EQ,83.28,85.9,82.34,84.25,83.9,83.73,1271585,107695912.96,29-Jul-2025,5978,INE0V3U01015
GICL,SM,118.05,118.1,115,116.7,115,118,7500,879225.00,29-Jul-2025,5,INE947T01014
GLOBE,EQ,2.25,2.27,2.21,2.26,2.26,2.22,1251665,2829148.59,29-Jul-2025,387,INE581X01021
GLOBUSSPR,EQ,1245,1277,1232.7,1260.85,1260,1257.1,379516,474836563.60,29-Jul-2025,18265,INE615I01010
GLOSTERLTD,EQ,645,645,630,633.8,632.1,635.05,1059,671662.10,29-Jul-2025,227,INE350Z01018
GMMPFAUDLR,EQ,1284,1295.6,1263.4,1281.4,1279.8,1292.1,39199,50179012.70,29-Jul-2025,8722,INE541A01023
GMRAIRPORT,EQ,89.7,90.71,89.05,90.22,90.09,89.65,7188716,646276723.26,29-Jul-2025,33663,INE776C01039
GMRP&UI,EQ,112,114.8,112,114.05,113.95,113.76,739930,83906796.15,29-Jul-2025,8219,INE0CU601026
GNA,EQ,304.4,310.45,303.6,305.4,306.8,304.4,52801,16176422.00,29-Jul-2025,3328,INE934S01014
GODIGIT,EQ,354,374.75,352.2,360.8,364.25,344,15881023,5784113826.40,29-Jul-2025,243961,INE03JT01014
GOCOLORS,EQ,849.6,875,825.05,831.85,832,845.2,28452,23700706.15,29-Jul-2025,3481,INE0BJS01011
GOACARBON,EQ,475,475,463,467,467,464.45,11358,5312042.40,29-Jul-2025,570,INE426D01013
GOCLCORP,EQ,360.7,371.7,360.15,367.25,368.9,361.7,35519,12980259.65,29-Jul-2025,2221,INE077F01035
GODAVARIB,BE,306.16,321.46,304.5,319.64,320,306.16,82365,26301320.87,29-Jul-2025,1097,INE497S01012
GPIL,EQ,188.49,194.76,188.15,194.14,194.21,188.65,1023448,196282390.89,29-Jul-2025,11059,INE177H01039
GODFRYPHLP,EQ,8800,8995,8690,8942.5,8952,8691.5,184368,1630301155.00,29-Jul-2025,34164,INE260B01028
GODHA,BE,0.62,0.62,0.59,0.61,0.62,0.61,1920318,1170204.14,29-Jul-2025,1142,INE925Y01036
GODREJAGRO,EQ,833.15,848,814.85,843.1,842.5,835.95,316536,263850676.75,29-Jul-2025,18117,INE850D01014
GODREJCP,EQ,1214.8,1215.9,1202.2,1210.6,1213,1215,789889,955877108.50,29-Jul-2025,43243,INE102D01028
GODREJIND,EQ,1130.6,1130.6,1090.6,1117.2,1114.1,1130.8,153280,169693836.00,29-Jul-2025,17229,INE233A01035
GODREJPROP,EQ,2107.1,2167.7,2104.8,2155.1,2153,2115.8,709615,1523920369.30,29-Jul-2025,45703,INE484J01027
GOENKA,BZ,0.87,0.87,0.8,0.85,0.87,0.83,57249,49507.34,29-Jul-2025,83,INE516K01024
664GS2027,GS,101.55,101.55,101.55,101.55,101.55,101.8,100,10155.00,29-Jul-2025,1,IN0020240167
675GS2029,GS,113,113,113,113,113,108,1,113.00,29-Jul-2025,1,IN0020240183
692GS2039,GS,103.5,103.5,103.25,103.25,103.25,103.5,1100,113700.00,29-Jul-2025,2,IN0020240134
697GR2034,GS,99.5,99.5,99.5,99.5,99.5,99.5,100,9950.00,29-Jul-2025,2,IN0020240100
709GS2074,GS,101.35,101.35,101.02,101.15,101.2,101.35,9981,1009891.05,29-Jul-2025,22,IN0020240142
563GS2026,GS,100.61,100.61,100.61,100.61,100.61,101.4,205,20625.05,29-Jul-2025,2,IN0020210012
591GS2028,GS,99.6,99.6,99.6,99.6,99.6,99.6,100,9960.00,29-Jul-2025,1,IN0020250034
601GS2030,GS,99.1,99.1,99.1,99.1,99.1,99.1,100,9910.00,29-Jul-2025,1,IN0020250067
633GS2035,GS,101.85,101.85,101.85,101.85,101.85,101.85,500,50925.00,29-Jul-2025,4,IN0020250026
654GS2032,GS,102.25,102.25,102,102,102,102,325,33175.00,29-Jul-2025,3,IN0020210244
667GS2050,GS,98.5,98.5,98.5,98.5,98.5,98.5,500,49250.00,29-Jul-2025,1,IN0020200252
668GS2040,GS,99.75,99.75,99.75,99.75,99.75,101,100,9975.00,29-Jul-2025,1,IN0020250042
676GS2061,GS,98.1,98.1,98.05,98.05,98.06,100,30,2942.10,29-Jul-2025,3,IN0020200401
679GS2034,GS,103.75,103.75,103.75,103.75,103.75,104,400,41500.00,29-Jul-2025,2,IN0020240126
68GS2060,GS,98,98,98,98,98,98,1571,153958.00,29-Jul-2025,5,IN0020200187
690GS2065,GS,99.65,99.7,99.65,99.7,99.7,99.65,1001,99749.70,29-Jul-2025,2,IN0020250018
695GS2061,GS,98.55,99.5,98.55,99.11,99.11,98.64,3503,347097.81,29-Jul-2025,10,IN0020210202
699GS2026,GS,102.6,102.6,102.6,102.6,102.6,102.31,52190,5354694.00,29-Jul-2025,2,IN0020230028
699GS2051,GS,100.11,100.11,100.11,100.11,100.11,100.11,3,300.33,29-Jul-2025,1,IN0020210194
702GS2027,GS,102.31,102.31,102.31,102.31,102.31,102.46,6105,624602.55,29-Jul-2025,2,IN0020240043
702GS2031,GS,103.8,103.8,103.8,103.8,103.8,103.8,1100,114180.00,29-Jul-2025,2,IN0020240076
704GS2029,GS,103.65,103.65,103.65,103.65,103.65,104.21,500,51825.00,29-Jul-2025,1,IN0020240050
706GS2028,GS,104.25,104.26,104.25,104.26,104.26,104.5,375,39094.75,29-Jul-2025,2,IN0020230010
717GS2030,GS,105.75,105.75,105.5,105.6,105.75,106.49,25400,2682300.00,29-Jul-2025,4,IN0020230036
718GS2033,GS,108.66,108.66,108.66,108.66,108.66,107.75,500000,54330000.00,29-Jul-2025,1,IN0020230085
718GS2037,GS,104.9,104.9,104,104,104,104.6,2001,208104.90,29-Jul-2025,2,IN0020230077
725GS2063,GS,103.8,104.29,103.5,103.59,103.5,104,54293,5633909.31,29-Jul-2025,54,IN0020230044
726GS2032,GS,108.4,108.4,108.12,108.12,108.12,108.7,3001,325308.12,29-Jul-2025,3,IN0020220060
732GS2030,GS,106.1,106.12,106.1,106.11,106.11,106.1,993,105368.23,29-Jul-2025,3,IN0020230135
733GS2026,GS,103.25,103.25,103.25,103.25,103.25,103.42,600,61950.00,29-Jul-2025,2,IN0020230119
734GS2064,GS,105.95,105.95,105.2,105.2,105.2,105.32,5053,531846.00,29-Jul-2025,5,IN0020240035
736GS2052,GS,106.01,106.1,106.01,106.1,106.1,105.76,1247,132284.47,29-Jul-2025,2,IN0020220086
737GS2028,GS,105.35,105.35,105,105,105,105.4,3601,379330.00,29-Jul-2025,4,IN0020230101
74GS2062,GS,107.25,107.25,106.65,106.9,106.9,106.8,3384,360951.20,29-Jul-2025,4,IN0020220094
741GS2036,GS,107.4,107.4,107.25,107.25,107.25,107.45,2130,228589.00,29-Jul-2025,6,IN0020220102
746GS2073,GS,107,107,106.99,107,107,107.27,9100,973685.00,29-Jul-2025,6,IN0020230127
754GS2036,GS,109.75,109.75,109,109.19,109.25,109.59,942381,102938684.46,29-Jul-2025,276,IN0020220029
697GS2026,GS,103.69,103.69,103.69,103.69,103.69,103.74,100000,10369000.00,29-Jul-2025,1,IN0020160035
710GS2029,GS,105.35,105.8,105.35,105.8,105.8,105.35,3900,411255.00,29-Jul-2025,3,IN0020220011
738GS2027,GS,103.6,103.88,103.54,103.68,103.68,103.63,200062,20734276.83,29-Jul-2025,26,IN0020220037
759GS2026,GS,101.15,101.25,100.55,100.55,100.55,101.2,8,808.70,29-Jul-2025,3,IN0020150093
772GS2055,GS,110,110,110,110,110,111,280,30800.00,29-Jul-2025,1,IN0020150077
828GS2032,GS,113.5,113.5,113.5,113.5,113.5,113.5,4500,510750.00,29-Jul-2025,1,IN0020060086
92GS2030,GS,116.55,116.55,116.2,116.3,116.3,116.2,1601,186186.55,29-Jul-2025,4,IN0020130053
182D041225,TB,101,101,101,101,101,98.45,100,10100.00,29-Jul-2025,1,IN002025Y107
182D101025,TB,98.55,98.7,98.55,98.56,98.56,98.52,300,29581.00,29-Jul-2025,3,IN002025Y024
364D070825,TB,99.8,99.8,99.8,99.8,99.8,99.7,100,9980.00,29-Jul-2025,1,IN002024Z198
364D150825,TB,99.67,99.67,99.67,99.67,99.67,99.65,100,9967.00,29-Jul-2025,1,IN002024Z206
364D161025,TB,98.55,98.55,98.55,98.55,98.55,98.55,100,9855.00,29-Jul-2025,1,IN002024Z271
364D210526,TB,95.1,95.1,95.1,95.1,95.1,95.05,100,9510.00,29-Jul-2025,1,IN002025Z088
91D040925,TB,99.25,99.25,99.25,99.25,99.25,99.26,100,9925.00,29-Jul-2025,1,IN002025X109
91D280825,TB,99.35,99.5,99.35,99.5,99.5,99.55,1300,129180.00,29-Jul-2025,5,IN002025X091
GOKEX,EQ,888,909.65,884.35,905.35,901.5,891.35,66867,60002366.00,29-Jul-2025,6940,INE887G01027
GOKULAGRO,EQ,304.1,314,299.2,309.35,309.7,304.45,126944,39061851.10,29-Jul-2025,6036,INE314T01025
GOKUL,EQ,45.35,45.39,42.78,43.76,43.42,44.38,34668,1515833.67,29-Jul-2025,471,INE020J01029
GOLDENTOBC,BZ,34.91,36.9,34.91,36.47,35.66,36.09,3083,110812.48,29-Jul-2025,29,INE973A01010
GOLDIAM,EQ,337.1,341,332.45,335.4,336.9,337.1,175596,59023735.25,29-Jul-2025,3767,INE025B01025
GOLDSTAR,ST,9.5,9.7,9.5,9.65,9.65,9.3,45000,431437.50,29-Jul-2025,4,INE405Y01021
GOODLUCK,EQ,1036,1149.8,1029.4,1134.4,1136.5,1016.8,599039,665079269.60,29-Jul-2025,39922,INE127I01024
GOPAL,EQ,337.95,347.9,332.05,345.85,344.05,337.3,73666,25036868.85,29-Jul-2025,3788,INE0L9R01028
GOYALALUM,EQ,7.51,7.72,7.5,7.65,7.7,7.66,86812,659876.18,29-Jul-2025,578,INE705X01026
GOYALSALT,SM,165,177,162,164.5,163,166,25800,4387830.00,29-Jul-2025,41,INE0QFE01017
GPECO,ST,585,598.8,580,588.4,588,591.7,34800,20420910.00,29-Jul-2025,48,INE0S7E01015
GULFPETRO,EQ,42.4,42.44,41.55,42.03,42,41.95,34892,1464952.15,29-Jul-2025,474,INE586G01017
GPTHEALTH,EQ,158.1,167.79,156.71,166.86,166.55,159.63,322815,52885071.01,29-Jul-2025,7593,INE486R01017
GPTINFRA,EQ,125.5,128.52,125,127.69,128.16,125.65,149258,18961626.13,29-Jul-2025,3048,INE390G01014
GCHOTELS,ST,168,168.45,165,166,165,165.95,7200,1199940.00,29-Jul-2025,6,INE12E301017
GRANULES,EQ,464,492,464,490.45,489.05,463.2,1819374,874509193.45,29-Jul-2025,36378,INE101D01020
GRAPHISAD,SM,40.1,40.1,40.1,40.1,40.1,40.7,1200,48120.00,29-Jul-2025,1,INE0POU01017
GRAPHITE,EQ,539,553.5,534.9,550.4,553,539.5,374886,205264158.40,29-Jul-2025,10434,INE371A01025
GRASIM,EQ,2727.2,2750,2705,2743,2745.3,2727.2,743512,2027946499.50,29-Jul-2025,37249,INE047A01021
GRAVITA,EQ,1830,1884.9,1815.1,1867.4,1876,1815,531020,983560906.70,29-Jul-2025,41718,INE024L01027
GREAVESCOT,EQ,195.69,199.72,194.01,198.9,199,196.69,924712,182072973.31,29-Jul-2025,12774,INE224A01026
GREENCHEF,SM,61,61,61,61,61,62.8,1600,97600.00,29-Jul-2025,2,INE0O7P01015
GREENLAM,EQ,242.4,244.89,239.05,241.69,242.85,239.93,16679,4034430.82,29-Jul-2025,1678,INE544R01021
GREENPANEL,EQ,316.55,329.5,316,327.3,327.55,320.25,397498,127922547.45,29-Jul-2025,18527,INE08ZM01014
GREENPLY,EQ,331,339.25,323.65,332.8,335.9,330.25,387760,128890290.70,29-Jul-2025,15051,INE461C01038
GRINDWELL,EQ,1610,1610,1565,1570,1570,1610.3,67388,106430918.50,29-Jul-2025,14952,INE536A01023
GRMOVER,EQ,371.8,375.95,366.15,370.5,370.5,371.9,542252,200713788.00,29-Jul-2025,7978,INE192H01020
GROWWDEFNC,EQ,77.99,78.99,76.4,78.16,78.71,78.12,524722,40698268.54,29-Jul-2025,4921,INF666M01IO8
GROWWEV,EQ,29.04,29.45,28.51,29.28,29.41,29.04,189052,5509357.35,29-Jul-2025,1766,INF666M01IH2
GROWWGOLD,EQ,96.92,97.43,96.22,97,97.05,96.92,160747,15569859.70,29-Jul-2025,2947,INF666M01IW1
GROWWLIQID,EQ,105.1,105.35,105.03,105.06,105.07,105.04,400378,42064032.02,29-Jul-2025,173,INF666M01IP5
GROWWLOVOL,EQ,10.09,10.1,9.83,9.98,10,9.95,50322,500209.92,29-Jul-2025,315,INF666M01LB9
GROWWMOM50,EQ,10.31,10.5,10.31,10.47,10.49,10.42,110459,1153589.90,29-Jul-2025,1397,INF666M01KJ4
GROWWN200,EQ,11.15,11.4,11,11.16,11.16,11.15,121260,1349754.31,29-Jul-2025,526,INF666M01JV1
GROWWNET,EQ,10.46,10.59,10.26,10.42,10.39,10.38,352368,3645042.10,29-Jul-2025,2894,INF666M01LI4
GROWWNIFTY,EQ,9.98,9.99,9.87,9.94,9.97,9.9,145417,1440941.43,29-Jul-2025,897,INF666M01LL8
GROWWRAIL,EQ,36.57,36.67,35.43,36.54,36.61,36.26,209200,7566581.76,29-Jul-2025,1969,INF666M01JJ6
GROWWSLVR,EQ,112.94,113.1,111.82,112.52,112.34,112.26,153910,17325141.74,29-Jul-2025,2130,INF666M01LA1
GRPLTD,EQ,2299.9,2333.5,2226.2,2254.7,2266,2296.8,5698,12890243.60,29-Jul-2025,1315,INE137I01015
GSMFOILS,ST,206.5,209.6,206.5,208,208,205.5,62000,12901550.00,29-Jul-2025,51,INE0SQY01018
GSS,EQ,32.17,32.17,31,31.18,31.07,31.53,29888,937760.83,29-Jul-2025,426,INE871H01011
GTLINFRA,EQ,1.55,1.62,1.54,1.59,1.6,1.55,71216015,112587222.45,29-Jul-2025,20376,INE221H01019
GTL,EQ,9.36,9.69,9.24,9.55,9.56,9.36,341186,3227522.21,29-Jul-2025,1291,INE043A01012
GTPL,EQ,119.22,119.55,118,118.9,118.3,119.22,16563,1966270.96,29-Jul-2025,554,INE869I01013
GUFICBIO,EQ,387.1,389.95,381.35,384.8,385,385.3,42593,16377338.00,29-Jul-2025,2844,INE742B01025
